Year,State,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted,Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP),% Non-citizen,Prison,Probation,Parole
2002,Maine,,0.508,0.501,,505190,995056,1001796,0.016,0,0,0
2002,Maryland,0.468,0.463,0.416,1721626,1704560,3678346,4082694,0.069,24186,81982,13271
2002,Massachusetts,0.498,0.492,0.444,2220301,2194189,4458820,4919958,0.082,10511,0,0
2002,Michigan,0.45,0.445,0.423,3219864,3177565,7147888,7445335,0.034,49524,0,0
2002,Minnesota,,0.641,0.597,,2254639,3518184,3745577,0.038,7612,122692,3577
2002,Mississippi,,0.301,0.292,,615609,2047426,2099698,0.011,20542,16633,1816
2002,Missouri,,0.456,0.439,,1877620,4116889,4262146,0.019,30649,54584,13533
2002,Montana,0.497,0.484,0.477,340272,331321,684572,690652,0.01,3440,0,0
2002,Nebraska,,0.399,0.373,,480991,1204512,1285024,0.038,4103,16468,574
2002,Nevada,0.368,0.362,0.311,512433,504079,1391100,1640679,0.127,10527,12290,3971
2002,New Hampshire,0.487,0.481,0.46,453078,447135,930362,960401,0.03,2483,0,0
2002,New Jersey,0.389,0.381,0.326,2161105,2112604,5549726,6448445,0.115,28213,134290,12576
2002,New Mexico,0.4,0.386,0.357,502230,484229,1255086,1360130,0.07,6173,16287,1962
2002,New York,0.37,0.361,0.314,4690968,4579078,12679865,14504792,0.126,65914,0,55990
2002,North Carolina,,0.397,0.372,,2331181,5876705,6314679,0.05,33334,112900,2805
2002,North Dakota,0.498,0.485,0.476,237224,231030,476251,486797,0.012,1168,0,0
2002,Ohio,0.403,0.388,0.376,3356285,3228992,8322521,8556557,0.019,45831,0,0
2002,Oklahoma,,0.412,0.396,,1035620,2513143,2610016,0.033,23004,29881,3573
2002,Oregon,0.518,0.508,0.472,1293756,1267221,2495739,2674581,0.067,12422,0,0
2002,Pennsylvania,,0.388,0.373,,3545431,9143001,9454338,0.026,40545,0,0
2002,Rhode Island,0.454,0.447,0.401,337027,331834,741776,819310,0.074,3569,25914,384
2002,South Carolina,,0.369,0.356,,1102010,2982810,3100548,0.026,24247,41574,3491
2002,South Dakota,0.612,0.607,0.597,340407,337497,556154,564305,0.013,3059,0,0
2002,Tennessee,,0.396,0.373,,1644741,4151834,4393757,0.025,25409,42712,7949
2002,Texas,0.345,0.342,0.288,4552059,4514012,13181016,15718593,0.121,164222,434486,103068
2002,Utah,0.378,0.37,0.35,568290,557153,1504529,1601707,0.065,5594,0,0
2002,Vermont,0.494,0.488,0.481,232993,230161,471403,472402,0.021,0,0,0
2002,Virginia,0.323,0.29,0.269,1661915,1489422,5138270,5536511,0.06,34733,40359,4530
2002,Washington,0.435,0.418,0.379,1808720,1739116,4162032,4553733,0.073,16284,171603,95
2002,West Virginia,0.315,0.312,0.308,440156,436183,1398124,1413580,0.006,4703,6430,999
2002,Wisconsin,,0.454,0.432,,1775349,3908088,4094028,0.026,22366,54614,11088
2002,Wyoming,0.508,0.501,0.492,188028,185459,370488,376121,0.016,1809,4596,570
2000,Alabama,,0.516,0.501,,1672551,3241682,3334576,0.015,26225,40178,5484
2000,Alaska,0.687,0.681,0.65,287825,285560,419111,440296,0.034,4173,4779,525
2000,Arizona,0.464,0.456,0.402,1559520,1532016,3357701,3816498,0.103,26510,59810,3474
2000,Arkansas,,0.479,0.46,,921781,1925961,2001774,0.023,11915,28409,8659
2000,California,0.566,0.557,0.441,11142843,10965849,19685258,24867252,0.188,163001,0,117647
2000,Colorado,,0.575,0.537,,1741368,3026316,3246521,0.067,16833,0,5500
2000,Connecticut,0.625,0.619,0.566,1474103,1459525,2357687,2575243,0.066,18355,47636,1868
2000,Delaware,,0.59,0.549,,327529,554863,594256,0.039,6921,20052,579
2000,District of Columbia,,0.483,0.439,,201355,416696,458301,0.102,7456,0,0
2000,Florida,0.575,0.559,0.479,6138765,5963110,10667193,12475387,0.104,71319,296139,5982
2000,Georgia,0.476,0.458,0.424,2684951,2583208,5639668,6087332,0.059,44232,321407,21556
2000,Hawaii,0.446,0.442,0.399,371113,367951,832642,923737,0.081,5053,0,0
2000,Idaho,0.589,0.572,0.535,516647,501615,877406,935443,0.038,5535,35103,1409
2000,Illinois,0.585,0.562,0.514,4932192,4742123,8432600,9208908,0.087,45281,0,0
2000,Indiana,0.508,0.493,0.483,2246348,2182295,4424909,4527523,0.023,20125,0,0
2000,Iowa,,0.632,0.596,,1315563,2082950,2199529,0.024,7955,21147,2763
2000,Kansas,0.567,0.556,0.54,1092716,1072216,1927950,1983933,0.039,8344,0,3829
2000,Kentucky,0.531,0.522,0.504,1568058,1544107,2955628,3059582,0.015,14919,19620,4614
2000,Louisiana,0.567,0.564,0.542,1776133,1765656,3130267,3260060,0.016,35207,35854,22860
2000,Maine,,0.672,0.664,,651817,969292,979314,0.015,0,0,0
2000,Maryland,0.558,0.555,0.51,2036455,2025480,3649631,3972224,0.064,23538,81523,13666
2000,Massachusetts,0.606,0.599,0.554,2736006,2704984,4517052,4870470,0.08,0,0,0
2000,Michigan,0.605,0.599,0.573,4279299,4232501,7070702,7370524,0.033,47718,0,0
2000,Minnesota,0.701,0.695,0.664,2458303,2438657,3506432,3662005,0.037,6238,115906,3072
2000,Mississippi,,0.491,0.478,,994184,2024650,2076861,0.01,20241,15118,1596
2000,Missouri,,0.582,0.562,,2359892,4052255,4190073,0.018,27382,53299,12563
2000,Montana,0.626,0.616,0.606,417916,410986,667525,676065,0.009,3105,0,0
2000,Nebraska,0.578,0.569,0.55,707223,696983,1224178,1266496,0.034,3895,21483,476
2000,Nevada,0.456,0.452,0.402,613360,608970,1346116,1523209,0.118,10063,12189,4056
2000,New Hampshire,0.65,0.639,0.607,578656,569081,890622,934176,0.027,2257,0,0
2000,New Jersey,0.588,0.569,0.501,3293378,3187226,5601788,6356954,0.11,29784,130610,11709
2000,New Mexico,0.499,0.485,0.454,615607,598605,1234088,1318129,0.064,5342,10461,1670
2000,New York,0.562,0.551,0.475,6960215,6821999,12380208,14344348,0.127,70198,0,57858
2000,North Carolina,0.525,0.507,0.475,3015964,2911262,5744241,6143214,0.046,31532,105949,3352
2000,North Dakota,0.611,0.603,0.597,292249,288256,477968,482078,0.012,1076,0,0
2000,Ohio,0.578,0.567,0.554,4795989,4705457,8295592,8487355,0.018,45833,0,0
2000,Oklahoma,,0.499,0.48,,1234229,2475220,2568304,0.029,23181,30969,1825
2000,Oregon,0.659,0.649,0.591,1559215,1533968,2364402,2595354,0.064,10580,0,0
2000,Pennsylvania,,0.541,0.523,,4912185,9086897,9375146,0.024,36847,0,0
2000,Rhode Island,0.547,0.542,0.507,412074,408783,753877,804417,0.069,3286,20922,331
2000,South Carolina,0.487,0.47,0.457,1433533,1382717,2944326,3025380,0.022,21778,44632,4378
2000,South Dakota,0.587,0.577,0.569,322159,316269,548498,554875,0.012,2616,0,0
2000,Tennessee,0.505,0.499,0.481,2100241,2076181,4162996,4316391,0.022,22166,40682,8093
2000,Texas,0.492,0.492,0.424,6407637,6407037,13033081,15138468,0.114,166719,441848,111719
2000,Utah,0.548,0.538,0.503,784582,770754,1431668,1534950,0.061,5632,0,0
2000,Vermont,0.647,0.641,0.631,297146,294308,459174,463503,0.02,0,0,0
2000,Virginia,0.55,0.54,0.509,2789808,2739447,5069265,5389008,0.056,30168,33955,5148
2000,Washington,0.614,0.607,0.562,2517028,2487433,4098044,4419907,0.069,14915,154466,160
2000,West Virginia,,0.466,0.461,,648124,1390365,1405021,0.006,3856,6216,1112
2000,Wisconsin,,0.676,0.645,,2598607,3842044,4016401,0.024,20612,53242,9923
2000,Wyoming,0.614,0.592,0.582,221685,213726,361078,366639,0.015,1680,4115,514
1998,Alabama,,0.412,0.4,,1317842,3202052,3293917,0.013,22676,40379,5221
1998,Alaska,0.556,0.546,0.52,227156,223300,408758,429317,0.032,4097,4274,478
1998,Arizona,0.321,0.315,0.28,1037550,1017616,3232815,3628841,0.094,25311,51329,3742
1998,Arkansas,,0.375,0.362,,706011,1882181,1951741,0.019,10638,28698,6979
1998,California,0.447,0.435,0.35,8617649,8381871,19264556,23980067,0.185,161904,0,108424
1998,Colorado,,0.461,0.43,,1327235,2879973,3085075,0.06,14312,0,5204
1998,Connecticut,0.437,0.427,0.393,1022453,999537,2340956,2544417,0.062,17605,55000,1396
1998,Delaware,,0.334,0.313,,180527,540896,576849,0.034,5558,20030,572
1998,District of Columbia,0.345,0.34,0.299,137523,135501,398318,452668,0.098,9829,0,0
1998,Florida,0.384,0.374,0.33,4070262,3965751,10590870,12001902,0.1,67224,283965,6487
1998,Georgia,0.346,0.337,0.308,1842145,1792880,5326337,5828114,0.052,39262,278669,20482
1998,Hawaii,0.496,0.49,0.448,412520,407556,832172,910645,0.081,4924,0,0
1998,Idaho,0.458,0.452,0.425,386720,381248,843914,896422,0.035,4083,31172,1309
1998,Illinois,0.427,0.41,0.374,3541379,3394521,8285614,9070725,0.082,43051,0,0
1998,Indiana,0.372,0.365,0.356,1618689,1588617,4348730,4457578,0.02,19197,0,0
1998,Iowa,0.461,0.453,0.439,973032,956415,2112132,2176940,0.021,7394,18447,2194
1998,Kansas,0.397,0.388,0.372,743288,727236,1873438,1955236,0.035,8183,0,6025
1998,Kentucky,0.415,0.391,0.382,1215053,1145414,2930780,2999287,0.013,14987,17594,4508
1998,Louisiana,0.32,0.313,0.301,990243,969165,3097660,3216121,0.016,32228,33028,18759
1998,Maine,,0.516,0.508,,486808,943577,957916,0.015,0,0,0
1998,Maryland,0.436,0.43,0.396,1556994,1535978,3571087,3879108,0.06,22572,78051,15528
1998,Massachusetts,0.437,0.43,0.397,1935277,1903336,4430939,4793966,0.076,0,0,0
1998,Michigan,0.449,0.434,0.417,3143432,3036886,7005306,7276123,0.031,45879,0,0
1998,Minnesota,0.623,0.619,0.588,2105343,2091766,3378089,3555108,0.033,5572,100818,2995
1998,Mississippi,,0.276,0.27,,550694,1995283,2038324,0.009,16678,11530,1489
1998,Missouri,,0.396,0.384,,1576857,3978146,4106478,0.017,24974,49992,10366
1998,Montana,0.518,0.507,0.5,338733,331551,653998,662582,0.009,2734,0,0
1998,Nebraska,0.486,0.455,0.437,581775,545238,1197953,1247656,0.03,3676,16527,624
1998,Nevada,0.357,0.353,0.311,440042,435790,1233386,1402851,0.107,9651,12561,4055
1998,New Hampshire,0.376,0.363,0.353,330555,318940,878508,903630,0.025,2169,0,0
1998,New Jersey,0.344,0.329,0.29,1894496,1813094,5505229,6261197,0.103,31121,129377,13218
1998,New Mexico,0.431,0.416,0.388,517355,498703,1199320,1286104,0.058,4985,10397,1773
1998,New York,0.407,0.386,0.335,4989877,4735236,12263356,14139223,0.124,70001,0,59548
1998,North Carolina,,0.358,0.338,,2012143,5624292,5948653,0.039,31961,105227,5806
1998,North Dakota,0.457,0.449,0.443,217584,213358,475629,481790,0.011,915,0,0
1998,Ohio,0.429,0.413,0.404,3534782,3404351,8237516,8424249,0.016,48450,0,0
1998,Oklahoma,,0.362,0.347,,873585,2415036,2518285,0.026,20892,29093,1532
1998,Oregon,0.49,0.472,0.442,1160400,1117747,2370381,2526500,0.058,8927,0,0
1998,Pennsylvania,,0.333,0.325,,3025152,9075961,9314795,0.022,36377,0,0
1998,Rhode Island,0.428,0.423,0.388,309835,306445,723772,790726,0.066,3445,21049,432
1998,South Carolina,0.387,0.381,0.367,1092430,1077135,2825173,2931120,0.019,21764,46482,4404
1998,South Dakota,0.498,0.49,0.483,266355,262111,534711,543074,0.011,2422,0,0
1998,Tennessee,0.251,0.239,0.231,1026017,976236,4092745,4217608,0.019,17738,38924,7605
1998,Texas,,0.299,0.258,,3738078,12490423,14504988,0.106,144510,443688,109820
1998,Utah,0.367,0.358,0.337,506553,494909,1381989,1467078,0.055,4453,0,0
1998,Vermont,0.504,0.49,0.481,224382,218120,444772,453574,0.019,0,0,0
1998,Virginia,,0.234,0.22,,1148861,4900523,5222121,0.052,30276,30576,6700
1998,Washington,0.493,0.484,0.443,1939421,1902482,3930400,4294765,0.064,14161,152140,375
1998,West Virginia,0.292,0.253,0.25,405139,351277,1388176,1403549,0.005,3478,6511,975
1998,Wisconsin,,0.463,0.446,,1760836,3801514,3945060,0.022,18613,54232,9282
1998,Wyoming,0.51,0.499,0.487,178401,174888,350136,359119,0.014,1571,3825,448
1996,Alabama,,0.488,0.475,,1534349,3144249,3227688,0.012,21760,37865,4966
1996,Alaska,0.607,0.598,0.57,245212,241620,404180,423702,0.031,3716,3999,642
1996,Arizona,0.465,0.456,0.411,1431342,1404405,3079908,3414380,0.084,22493,40607,3785
1996,Arkansas,,0.479,0.465,,884262,1844689,1903094,0.016,9407,25178,5459
1996,California,0.55,0.537,0.434,10263490,10019484,18644593,23076427,0.181,146049,0,99578
1996,Colorado,,0.545,0.514,,1510704,2770252,2939929,0.052,12483,0,3294
1996,Connecticut,0.604,0.596,0.551,1410746,1392614,2337160,2528212,0.058,15007,55978,1083
1996,Delaware,0.525,0.512,0.484,277418,270810,528630,559598,0.03,5110,16528,591
1996,District of Columbia,0.474,0.466,0.413,189210,185726,398839,450182,0.093,9376,0,0
1996,Florida,0.533,0.519,0.461,5444245,5300927,10219294,11509122,0.095,63763,237117,9243
1996,Georgia,0.458,0.444,0.414,2374650,2298899,5181708,5555577,0.044,35139,143457,21146
1996,Hawaii,0.451,0.439,0.402,370230,360120,820055,895753,0.08,4011,0,0
1996,Idaho,0.616,0.593,0.572,508030,489481,825329,856420,0.032,3832,0,0
1996,Illinois,0.538,0.525,0.483,4418270,4311391,8215662,8927254,0.075,38852,0,0
1996,Indiana,0.51,0.496,0.486,2195224,2135431,4302745,4397367,0.018,16960,0,0
1996,Iowa,0.597,0.588,0.573,1251983,1234075,2098332,2154320,0.018,6342,15386,2200
1996,Kansas,0.578,0.573,0.553,1073520,1063452,1856507,1922601,0.03,7756,0,0
1996,Kentucky,0.493,0.482,0.473,1419592,1388707,2880808,2938362,0.012,12910,11689,4621
1996,Louisiana,0.584,0.578,0.564,1804640,1783959,3087693,3163302,0.015,26776,0,0
1996,Maine,,0.652,0.642,,605897,929970,944106,0.015,0,0,0
1996,Maryland,0.508,0.504,0.467,1793991,1780870,3530148,3817454,0.056,22050,70553,16246
1996,Massachusetts,0.593,0.584,0.542,2600278,2559180,4385268,4723380,0.072,0,0,0
1996,Michigan,0.563,0.553,0.534,3912261,3848844,6954059,7201527,0.028,42349,0,0
1996,Minnesota,0.666,0.661,0.631,2211161,2192640,3319509,3473117,0.029,5158,90202,2377
1996,Mississippi,,0.459,0.45,,893857,1949309,1986327,0.008,13859,10376,1326
1996,Missouri,,0.551,0.535,,2158065,3919885,4035666,0.015,22003,42386,13087
1996,Montana,0.647,0.631,0.623,417232,407083,645052,652991,0.009,2293,0,0
1996,Nebraska,0.578,0.57,0.551,686749,677415,1188034,1230047,0.025,3287,14363,688
1996,Nevada,0.412,0.409,0.365,467657,464279,1134065,1271617,0.095,8439,9760,3216
1996,New Hampshire,0.601,0.583,0.568,513700,499053,855287,878569,0.024,2062,0,0
1996,New Jersey,0.569,0.564,0.5,3105110,3075860,5456334,6152216,0.096,27490,125881,14545
1996,New Mexico,0.495,0.474,0.445,579763,556074,1172262,1249597,0.053,4724,8903,1426
1996,New York,0.529,0.519,0.453,6439129,6316129,12175850,13942462,0.118,69709,0,57137
1996,North Carolina,,0.463,0.44,,2515807,5435970,5717844,0.033,30647,102483,12358
1996,North Dakota,0.571,0.56,0.553,271850,266411,475898,481497,0.01,722,0,0
1996,Ohio,0.567,0.554,0.542,4638108,4534434,8185999,8366250,0.015,46174,0,6331
1996,Oklahoma,0.514,0.51,0.49,1218248,1206713,2368311,2461718,0.023,19593,28090,2159
1996,Oregon,0.606,0.597,0.563,1399180,1377760,2309051,2445442,0.052,8661,0,0
1996,Pennsylvania,,0.497,0.485,,4506118,9063470,9283893,0.02,34537,0,0
1996,Rhode Island,,0.544,0.499,,390247,717041,781307,0.064,3271,20446,573
1996,South Carolina,0.441,0.422,0.408,1203486,1151422,2731064,2825088,0.017,20446,42417,5036
1996,South Dakota,0.622,0.611,0.603,329316,323826,529793,537038,0.01,2063,0,0
1996,Tennessee,,0.475,0.463,,1894105,3984092,4094014,0.016,15626,37002,8934
1996,Texas,,0.465,0.404,,5611644,12072149,13887542,0.098,132383,429329,112594
1996,Utah,0.521,0.502,0.477,691016,665629,1326919,1394017,0.048,0,0,0
1996,Vermont,0.6,0.593,0.582,261469,258449,435687,443874,0.018,0,0,0
1996,Virginia,0.513,0.502,0.473,2468229,2416642,4811632,5106297,0.047,27655,29620,9918
1996,Washington,0.599,0.589,0.543,2293895,2253867,3829308,4147127,0.058,12527,125780,560
1996,West Virginia,0.471,0.459,0.455,653331,636459,1386621,1400343,0.005,2749,5669,869
1996,Wisconsin,,0.584,0.565,,2196169,3763240,3886906,0.02,12991,47292,8222
1996,Wyoming,0.625,0.613,0.599,215844,211571,345112,353354,0.013,1499,3432,364
1994,Alabama,,0.388,0.379,,1201969,3095745,3170782,0.01,19573,32284,7235
1994,Alaska,0.542,0.534,0.512,216668,213404,399435,417053,0.03,3292,2899,412
1994,Arizona,0.399,0.391,0.356,1153724,1129607,2892171,3169857,0.075,19746,34365,4351
1994,Arkansas,,0.398,0.388,,716840,1801161,1849361,0.013,8643,19606,5224
1994,California,0.482,0.469,0.381,8900593,8658881,18479124,22721586,0.177,125605,0,85082
1994,Colorado,0.443,0.421,0.401,1173130,1116307,2648684,2785952,0.045,10717,0,2463
1994,Connecticut,0.498,0.491,0.456,1163829,1147084,2335579,2515100,0.055,14380,53453,1146
1994,Delaware,0.393,0.388,0.368,201560,199029,512941,540474,0.026,4466,15507,1029
1994,District of Columbia,0.452,0.446,0.396,186316,183649,411886,463680,0.088,10949,0,0
1994,Florida,0.439,0.429,0.382,4305340,4206659,9810247,11016840,0.091,57168,247014,20573
1994,Georgia,,0.31,0.292,,1545328,4978431,5293282,0.037,33425,140694,17505
1994,Hawaii,0.466,0.456,0.418,377011,369013,808904,882189,0.079,3333,0,0
1994,Idaho,0.535,0.527,0.51,419330,413346,784076,809957,0.028,2811,0,0
1994,Illinois,0.394,0.38,0.352,3219122,3106566,8175312,8819582,0.069,36531,0,0
1994,Indiana,0.38,0.364,0.358,1609481,1543568,4235008,4315664,0.015,15014,0,0
1994,Iowa,0.492,0.48,0.469,1022372,997248,2077709,2128370,0.016,5437,15902,3696
1994,Kansas,0.455,0.447,0.434,836251,820846,1837694,1893521,0.026,6371,0,0
1994,Kentucky,0.292,0.277,0.272,827541,784299,2829881,2879413,0.01,11066,11417,4380
1994,Louisiana,0.294,0.272,0.266,893758,826837,3038660,3109456,0.015,24063,0,0
1994,Maine,,0.557,0.549,,511733,918204,932164,0.015,0,0,0
1994,Maryland,0.413,0.405,0.376,1437450,1410299,3480270,3751305,0.052,20998,76940,14795
1994,Massachusetts,0.513,0.501,0.467,2232186,2179945,4353287,4668100,0.067,0,0,0
1994,Michigan,0.463,0.451,0.436,3177740,3089077,6856388,7081498,0.026,40631,0,0
1994,Minnesota,0.552,0.545,0.524,1794618,1772929,3253779,3385687,0.025,4575,81972,1904
1994,Mississippi,0.326,0.319,0.314,621096,608085,1903794,1935054,0.007,10930,9042,1519
1994,Missouri,,0.46,0.448,,1775116,3858946,3958762,0.013,17898,36295,12592
1994,Montana,0.578,0.563,0.557,359455,350387,622246,629335,0.008,1764,0,0
1994,Nebraska,0.51,0.498,0.482,593654,579561,1164502,1201826,0.02,2711,18639,771
1994,Nevada,0.374,0.369,0.333,386582,380530,1032456,1143487,0.084,6993,9410,3529
1994,New Hampshire,0.385,0.376,0.366,319443,311882,829590,851104,0.023,2021,0,0
1994,New Jersey,0.395,0.381,0.339,2131328,2054887,5392423,6059401,0.089,24632,125299,41802
1994,New Mexico,0.431,0.414,0.391,485709,467621,1128243,1195183,0.049,3712,8063,1078
1994,New York,0.437,0.427,0.375,5325323,5203762,12192316,13861352,0.112,66750,0,53832
1994,North Carolina,,0.303,0.29,,1588190,5244552,5477604,0.026,23648,90418,20159
1994,North Dakota,0.513,0.504,0.499,240430,236547,468989,473993,0.009,563,0,0
1994,Ohio,0.435,0.423,0.414,3540954,3436884,8132122,8292312,0.014,43074,0,0
1994,Oklahoma,0.431,0.427,0.413,1002363,995012,2327519,2410272,0.02,16631,28285,2604
1994,Oregon,0.563,0.548,0.521,1254265,1221010,2229242,2344505,0.046,6936,0,0
1994,Pennsylvania,,0.396,0.388,,3585526,9043585,9241090,0.018,28302,0,0
1994,Rhode Island,,0.505,0.465,,361377,716002,776723,0.062,2919,18179,525
1994,South Carolina,0.357,0.351,0.34,951901,934886,2663830,2747987,0.014,18999,40005,6077
1994,South Dakota,0.613,0.601,0.594,318090,311613,518815,524910,0.008,1708,0,0
1994,Tennessee,,0.386,0.377,,1487130,3850228,3945407,0.014,14401,34896,9353
1994,Texas,,0.375,0.33,,4396242,11719888,13334014,0.089,118195,396276,108563
1994,Utah,0.427,0.415,0.398,532737,517790,1248726,1302522,0.041,0,0,0
1994,Vermont,0.508,0.495,0.487,216715,211449,426953,434549,0.017,0,0,0
1994,Virginia,,0.436,0.413,,2057463,4718968,4983515,0.043,26968,24089,9649
1994,Washington,0.467,0.458,0.426,1733471,1700173,3715174,3994036,0.053,10833,110279,1650
1994,West Virginia,0.319,0.305,0.302,439551,420936,1379339,1392499,0.005,1930,5992,1380
1994,Wisconsin,,0.424,0.412,,1565628,3692668,3801543,0.018,10022,45901,7065
1994,Wyoming,0.605,0.598,0.586,204025,201710,337032,344492,0.012,1217,3367,313
1992,Alabama,,0.557,0.545,,1688060,3030549,3096959,0.009,17453,31188,6934
1992,Alaska,0.671,0.663,0.636,261427,258506,389898,406653,0.029,2865,3014,710
1992,Arizona,0.567,0.557,0.513,1516276,1486975,2671933,2897181,0.065,16477,34647,3588
1992,Arkansas,,0.543,0.531,,950653,1751083,1789420,0.01,8285,16448,3460
1992,California,0.616,0.603,0.493,11374565,11131721,18460157,22573381,0.173,109496,0,87725
1992,Colorado,0.64,0.629,0.603,1597166,1569180,2494998,2602217,0.037,8997,0,2634
1992,Connecticut,0.698,0.686,0.641,1645609,1616332,2356937,2521774,0.051,11403,48567,483
1992,Delaware,0.583,0.58,0.553,290836,289735,499266,523661,0.022,4062,14887,1120
1992,District of Columbia,0.542,0.533,0.477,231445,227572,427102,477564,0.083,10845,0,0
1992,Florida,0.572,0.559,0.502,5438612,5314392,9506230,10591116,0.087,48302,200471,14021
1992,Georgia,,0.485,0.459,,2311253,4766958,5037354,0.029,25290,153154,23020
1992,Hawaii,0.482,0.469,0.43,382882,372842,795148,866114,0.079,2926,0,0
1992,Idaho,0.669,0.656,0.638,491725,482142,734855,756119,0.025,2256,0,0
1992,Illinois,0.636,0.622,0.581,5164357,5050157,8113900,8688184,0.062,31640,0,0
1992,Indiana,0.564,0.554,0.545,2347912,2305871,4162678,4230602,0.013,13945,0,0
1992,Iowa,0.661,0.658,0.645,1360856,1354607,2057690,2098809,0.013,4518,14084,2065
1992,Kansas,0.641,0.639,0.623,1161044,1157335,1810750,1857444,0.022,6028,0,0
1992,Kentucky,,0.538,0.53,,1492900,2772600,2814763,0.008,10364,10750,3684
1992,Louisiana,0.6,0.597,0.584,1799596,1790017,2997301,3063068,0.015,20980,0,0
1992,Maine,,0.743,0.731,,679499,915082,928998,0.015,0,0,0
1992,Maryland,0.581,0.577,0.537,1999486,1985046,3440015,3695298,0.049,19977,82948,13058
1992,Massachusetts,0.649,0.638,0.598,2822962,2773700,4346897,4640629,0.063,0,0,0
1992,Michigan,0.64,0.63,0.611,4341909,4274673,6786593,6990822,0.024,39113,0,0
1992,Minnesota,0.739,0.737,0.712,2355796,2347948,3187255,3298080,0.021,3822,72938,1901
1992,Mississippi,0.543,0.529,0.522,1008019,981793,1854797,1882100,0.006,8905,8031,2357
1992,Missouri,,0.631,0.616,,2391565,3792675,3880005,0.011,16195,32692,11671
1992,Montana,0.704,0.692,0.685,417564,410611,593345,599859,0.008,1548,0,0
1992,Nebraska,0.648,0.642,0.626,744548,737546,1149525,1178965,0.016,2514,15386,697
1992,Nevada,0.546,0.539,0.493,513387,506318,940066,1028056,0.072,6049,8533,3246
1992,New Hampshire,0.67,0.661,0.645,545197,537943,814160,833997,0.022,1777,0,0
1992,New Jersey,0.62,0.619,0.557,3348312,3343594,5398559,6000364,0.081,22653,108093,36120
1992,New Mexico,0.55,0.531,0.504,590901,569986,1073421,1131081,0.044,3271,6921,1331
1992,New York,0.578,0.566,0.502,7068630,6926925,12227775,13799670,0.106,61736,0,50004
1992,North Carolina,,0.514,0.497,,2611850,5077494,5259564,0.02,20454,86371,14415
1992,North Dakota,0.681,0.666,0.66,315199,308133,462631,467130,0.009,477,0,0
1992,Ohio,0.625,0.613,0.602,5043094,4939967,8063595,8208502,0.013,38378,0,0
1992,Oklahoma,0.635,0.606,0.588,1455635,1390359,2293931,2366029,0.018,14821,25902,2758
1992,Oregon,0.699,0.682,0.653,1498959,1462643,2144867,2241507,0.04,6583,0,0
1992,Pennsylvania,,0.549,0.539,,4949810,9010940,9188416,0.017,24974,0,0
1992,Rhode Island,,0.628,0.582,,453471,721593,779266,0.06,2775,15585,483
1992,South Carolina,0.473,0.461,0.448,1234712,1202527,2610725,2683852,0.012,18643,35587,5325
1992,South Dakota,,0.667,0.661,,336254,503759,508841,0.007,1487,0,0
